Tipo de dato;Agregados macroeconómicos;Niveles y tasas;Periodo;Total
Datos ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T1;55,966
Datos ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T4;
Datos ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T3;
Datos ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T2;
Datos ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T1;
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2021T2;15.451
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2021T1;15.467
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T4;16.543
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T3;16.777
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T2;13.92
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T1;16.502
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T4;18.152
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T3;17.779
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T2;17.603
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T1;17.181
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T4;16.635
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T3;16.269
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T2;15.872
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T1;15.691
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T4;15.867
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T3;15.568
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T2;15.459
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T1;15.176
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T4;15.052
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T3;14.982
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T2;14.705
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T1;14.635
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T4;14.413
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T3;14.172
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T2;14.016
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T1;13.839
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T4;13.521
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T3;13.358
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T2;13.279
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T1;13.133
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T4;13.288
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T3;13.346
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T2;13.41
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T1;13.754
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T4;14.958
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T3;15.351
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T2;15.861
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T1;16.533
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T4;17.096
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T3;17.942
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T2;18.953
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T1;19.566
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T4;20.836
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T3;21.565
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T2;22.036
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T1;23.123
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T4;25.396
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T3;26.625
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T2;27.696
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T1;27.858
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T4;28.43
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T3;28.783
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T2;29.227
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T1;29.109
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T4;28.454
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T3;28.039
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T2;28.365
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T1;28.23
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T4;27.791
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T3;27.626
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T2;27.039
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T1;26.358
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T4;25.883
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T3;25.135
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T2;24.305
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T1;23.685
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T4;23.054
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T3;22.017
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T2;21.475
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T1;21.001
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T4;20.619
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T3;20.471
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T2;20.15
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T1;19.71
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T4;19.235
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T3;18.767
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T2;18.388
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T1;18.028
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T4;17.656
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T3;17.007
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T2;16.601
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T1;16.023
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T4;15.503
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T3;15.078
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T2;14.668
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T1;14.297
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T4;13.724
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T3;13.256
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T2;12.941
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T1;12.48
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T4;12.214
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T3;11.803
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T2;11.393
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T1;11.138
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T4;11.016
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T3;10.622
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T2;10.472
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T1;10.343
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T4;10.277
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T3;10.265
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T2;10.052
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T1;10.014
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T4;10.028
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T3;9.821
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T2;9.845
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T1;9.818
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2021T2;-0,1034
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2021T1;-65,043
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T4;-13,948
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T3;205,244
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T2;-156,466
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T1;-90,899
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T4;20,980
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T3;0,9998
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T2;24,562
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T1;32,822
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T4;22,497
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T3;25,013
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T2;11,535
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T1;-11,092
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2017T4;19,206
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2017T3;0,7051
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2017T2;18,648
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2017T1;0,8238
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2016T4;0,4672
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2016T3;18,837
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2016T2;0,4783
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2016T1;15,403
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2015T4;17,005
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2015T3;11,130
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2015T2;12,790
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2015T1;23,519
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2014T4;12,202
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2014T3;0,5949
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2014T2;11,117
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2014T1;-11,665
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2013T4;-0,4346
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2013T3;-0,4773
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2013T2;-25,011
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2013T1;-80,492
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2012T4;-25,601
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2012T3;-32,154
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2012T2;-40,646
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2012T1;-32,932
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2011T4;-47,152
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2011T3;-53,342
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2011T2;-31,330
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2011T1;-60,952
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2010T4;-33,805
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2010T3;-21,374
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2010T2;-47,009
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2010T1;-89,502
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2009T4;-46,160
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2009T3;-38,670
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2009T2;-0,5815
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2009T1;-20,120
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2008T4;-12,264
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2008T3;-15,191
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2008T2;0,4054
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2008T1;23,020
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2007T4;14,801
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2007T3;-11,493
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2007T2;0,4782
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2007T1;15,796
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2006T4;0,5973
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2006T3;21,709
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2006T2;25,837
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2006T1;18,352
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2005T4;29,759
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2005T3;34,149
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2005T2;26,177
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2005T1;27,371
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2004T4;47,100
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2004T3;25,239
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2004T2;22,570
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2004T1;18,527
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2003T4;0,7230
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2003T3;15,931
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2003T2;22,324
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2003T1;24,695
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2002T4;24,937
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2002T3;20,611
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2002T2;19,969
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2002T1;21,069
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2001T4;38,161
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2001T3;24,456
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2001T2;36,073
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2001T1;33,542
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2000T4;28,187
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2000T3;27,952
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2000T2;25,949
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2000T1;41,752
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1999T4;35,305
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1999T3;24,341
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1999T2;36,939
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1999T1;21,778
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1998T4;34,822
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1998T3;35,987
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1998T2;22,895
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1998T1;11,075
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1997T4;37,093
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1997T3;14,324
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1997T2;12,472
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1997T1;0,6422
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1996T4;0,1169
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1996T3;21,190
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1996T2;0,3795
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1996T1;-0,1396
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1995T4;21,077
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1995T3;-0,2438
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1995T2;0,2750
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;1995T1;
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2021T2;109,986
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2021T1;-62,720
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2020T4;-88,640
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2020T3;-56,359
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2020T2;-209,226
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2020T1;-39,520
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2019T4;91,193
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2019T3;92,815
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2019T2;109,060
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2019T1;94,959
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2018T4;48,402
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2018T3;45,028
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2018T2;26,716
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2018T1;33,935
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2017T4;54,146
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2017T3;39,114
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2017T2;51,275
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2017T1;36,966
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2016T4;44,335
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2016T3;57,155
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2016T2;49,158
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2016T1;57,519
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2015T4;65,971
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2015T3;60,937
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2015T2;55,501
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2015T1;53,758
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2014T4;17,535
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2014T3;0,0899
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2014T2;-0,9769
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2014T1;-45,151
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2013T4;-111,646
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2013T3;-130,610
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2013T2;-154,530
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2013T1;-168,088
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2012T4;-125,058
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2012T3;-144,410
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2012T2;-163,140
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2012T1;-155,014
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2011T4;-179,497
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2011T3;-168,004
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2011T2;-139,907
Datos ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación anual;2011T1;-153,830
