Tipo de dato;Agregados macroeconómicos;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1998T1;23.281
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1997T4;22.154
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1997T3;20.439
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1997T2;22.255
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1997T1;21.656
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1996T4;20.412
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1996T3;18.823
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1996T2;20.375
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1996T1;20.364
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1995T4;18.86
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1995T3;17.292
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1995T2;19.231
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1995T1;19.542
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2021T2;19,044
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2021T1;-68,315
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2020T4;149,636
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2020T3;198,396
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2020T2;-193,173
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2020T1;-118,829
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2019T4;128,087
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2019T3;-63,773
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2019T2;0,9977
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2019T1;-22,986
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2018T4;113,809
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2018T3;-75,491
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2018T2;11,262
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2018T1;-50,798
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2017T4;130,592
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2017T3;-48,250
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2017T2;-12,420
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2017T1;0,1456
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2016T4;104,029
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2016T3;-50,591
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2016T2;0,4055
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2016T1;-33,481
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2015T4;118,142
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2015T3;-45,326
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2015T2;11,057
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2015T1;-30,074
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2014T4;120,250
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2014T3;-53,533
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2014T2;0,8427
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2014T1;-27,215
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2013T4;104,501
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2013T3;-68,834
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2013T2;13,448
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2013T1;-31,476
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2012T4;98,554
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2012T3;-71,060
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2012T2;-20,544
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2012T1;-37,964
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2011T4;59,614
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2011T3;-72,356
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2011T2;-10,625
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2011T1;-0,4547
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2010T4;90,483
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2010T3;-65,659
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2010T2;20,452
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2010T1;-15,831
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2009T4;28,887
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2009T3;-61,870
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2009T2;40,123
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2009T1;-91,793
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2008T4;-19,780
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2008T3;-63,571
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2008T2;47,560
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2008T1;0,0198
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2007T4;63,197
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2007T3;-61,408
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2007T2;14,310
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2007T1;31,778
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2006T4;49,042
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2006T3;-57,679
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2006T2;15,746
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2006T1;43,108
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2005T4;57,239
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2005T3;-64,777
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2005T2;29,203
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2005T1;38,516
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2004T4;41,833
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2004T3;-57,713
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2004T2;0,8299
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2004T1;52,765
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2003T4;37,021
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2003T3;-69,735
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2003T2;10,850
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2003T1;46,826
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2002T4;51,586
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2002T3;-77,157
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2002T2;31,709
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2002T1;51,498
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2001T4;31,244
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2001T3;-86,237
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2001T2;20,421
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2001T1;76,833
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2000T4;49,297
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2000T3;-80,775
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2000T2;32,373
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;2000T1;81,384
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1999T4;48,317
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1999T3;-67,746
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1999T2;29,460
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1999T1;62,702
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1998T4;42,008
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1998T3;-82,902
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1998T2;27,963
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1998T1;50,871
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1997T4;83,908
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1997T3;-81,600
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1997T2;27,660
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1997T1;60,945
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T4;84,418
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T3;-76,172
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T2;0,0540
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T1;79,745
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T4;90,678
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T3;-100,827
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T2;-15,914
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T1;
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2021T2;308,046
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2021T1;35,645
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T4;-20,506
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T3;-38,866
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T2;-249,130
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T1;-60,070
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T4;42,164
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T3;28,974
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T2;16,096
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T1;17,388
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T4;-11,574
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T3;0,3320
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T2;32,882
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T1;0,8694
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T4;64,224
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T3;39,220
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T2;36,664
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T1;53,957
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T4;17,188
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T3;30,191
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T2;35,905
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T1;43,129
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T4;46,807
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T3;48,780
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T2;39,764
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T1;37,060
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T4;40,117
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T3;25,494
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T2;0,8915
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T1;13,938
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T4;0,9497
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T3;0,4061
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T2;0,1661
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T1;-31,935
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T4;-38,420
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T3;-72,505
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T2;-73,799
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T1;-64,419
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T4;-31,921
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T3;-0,3718
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T2;0,3474
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T1;34,994
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T4;23,262
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T3;-34,538
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T2;-30,623
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T1;-11,936
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T4;-88,199
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T3;-131,327
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T2;-132,902
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T1;-126,703
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T4;-38,248
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T3;43,165
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T2;45,575
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T1;12,389
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T4;44,353
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T3;30,450
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T2;34,543
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T1;36,008
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T4;47,384
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T3;55,568
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T2;47,618
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T1;61,497
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T4;56,824
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T3;41,424
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T2;49,289
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T1;27,978
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T4;42,082
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T3;37,269
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T2;24,035
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T1;26,626
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T4;20,835
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T3;35,173
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T2;26,914
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T1;48,104
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T4;52,782
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T3;32,417
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T2;22,259
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T1;11,075
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T4;35,435
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T3;53,561
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T2;59,858
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T1;72,271
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T4;76,804
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T3;75,798
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T2;91,047
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T1;87,969
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T4;69,174
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T3;62,739
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T2;45,462
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T1;43,941
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T4;32,319
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T3;73,829
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T2;75,354
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T1;75,037
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T4;85,342
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T3;85,852
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T2;92,270
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T1;63,445
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T4;82,291
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T3;88,538
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T2;59,487
